sale_date,address,lot,property_type,rooms,floor,square_meters,price,difference_rate,latitude,longitude
19.02.2023,בן יהודה 214,6960-74-2,דירה בבית קומות,3,ראשונה,61.80,4750000,,32.091122,34.774478
19.02.2023,מעפילי אגוז 33,7241-18-1,מחסנים,3,ראשונה,62.30,65000,,32.051713,34.811142
19.02.2023,,6970-63-8,דירה בבית קומות,3,שביעית,82,3338000,
18.02.2023,,6970-63-2,,3,שניה,82,3338553,
18.02.2023,סומקן 15,7427-8-13,דירה בבית קומות,3,שניה,73,1400000,,32.034467,34.758451
17.02.2023,שמריהו לוין 6,7111-69-5,דירה בבית קומות,2,ראשונה,46.20,3700000,,32.074573,34.779206
17.02.2023,קיוסו אלברט 3,7023-141-23,דירה בבית קומות,3,רביעית,62.20,1950000,,32.048022,34.755317
16.02.2023,מיכאל נאמן 4,6620-45-36,דירה בבית קומות,3,עשירית,96.68,4500000,,32.136984,34.793845
16.02.2023,יהודה המכבי 49,6212-138-18,דירה בבית קומות,4,ראשונה,104,6200000,,32.093942,34.789839
16.02.2023,בני דן 74,6106-605-31,דירה בבית קומות,3,שלישית,57,3150000,,32.096573,34.793705
16.02.2023,אלמונית 7,7450-7-7,דירה בבית קומות,3,ראשונה,69,4670000,,32.071134,34.773345
16.02.2023,מינץ בנימין 8,6636-708-0,מחסנים,0,ראשונה,1780,60000,,,
16.02.2023,ישעיהו ליבוביץ 6,6136-300-43,דירה בבית קומות,5,שישית,105,3215000,,,
16.02.2023,רמברנדט 36,6217-578-9,דירה בבית קומות,5,שביעית,192,15500000,,32.08399,34.784551
16.02.2023,בגין 152,6110-376-2,מחסנים,0,,5000000,,,32.079241,34.795072
16.02.2023,מניה וישראל 15,6628-544-9,דירה בבית קומות,5,שלישית,116,4600000,,32.120391,34.802757
15.02.2023,בלפור 33,7431-17-8,דירה בבית קומות,1,מרתף,26.27,2200000,,32.067676,34.774537
15.02.2023,ניצנה 14,7016-24-24,דירה בבית קומות,2,שלישית,53,3450000,,32.05629,34.7614
15.02.2023,בודנהיימר 2,6212-131-28,דירה בבית קומות,4,שניה,119,8038000,,32.091215,34.788808
15.02.2023,הסוללים 1,7094-123-73,מחסנים,0,,106000,,,32.071329,34.796313
15.02.2023,השלושה 2,7108-51-990,מחסנים,0,,80000,,,32.0617382,34.7882304
15.02.2023,מוסינזון 15,6213-78-6,דירה בבית קומות,4,שלישית,96,6250000,,32.089314,34.783247
15.02.2023,,6946-31-9,דירה בבית קומות,2,שניה,50,2155000,
15.02.2023,יהודה המכבי 49,6212-138-17,,4,שניה,104,6200000,,32.093942,34.789839
15.02.2023,הר ציון 113,6971-24-2,דירה בבית קומות,2,שניה,50,2200000,,32.049997,34.773829
15.02.2023,בודנהיימר 2,6212-131-23,מחסנים,0,שניה,73,140000,,32.091215,34.788808
15.02.2023,בני אפרים 276,6624-909-20,דירה בבית קומות,5,שניה,129,3095000,,32.122537,34.824074
15.02.2023,טרפון 62,6979-3-92,דירה בבית קומות,1,ראשונה,21,592000,,32.051377,34.789566
15.02.2023,רמברנדט 36,6217-578-7,,5,,192,15500000,,32.08399,34.784551
15.02.2023,ניסן כהן 2,6638-76-8,,3,רביעית,84,4800000,,32.111286,34.835327
15.02.2023,,6954-2-3,דירה בבית קומות,2,ה 2,56.19,3675000,
15.02.2023,דבורה הנביאה 13,6624-333-9,דירה בבית קומות,5,שניה,126,4870000,,32.119104,34.827333
15.02.2023,אלמונית 7,7450-7-2,,3,,69,4670000,,32.071134,34.773345
14.02.2023,נחמני 16,7451-34-9,משרד,0,קרקע,26.30,430000,,32.066057,34.773913
14.02.2023,,7116-1-1,מגורים,0,,344,8799000,
14.02.2023,פנקס 24,6213-758-1,דירה בבית קומות,3,מרתף,63.10,5632000,,32.090743,34.787267
14.02.2023,מעפילי אגוז 1,7241-28-94,דירה בבית קומות,4,שישית,79,2230000,,32.049621,34.811672
14.02.2023,בודנהיימר 2,6212-131-62,,4,,119,7900000,,32.091215,34.788808
14.02.2023,,7077-71-12,מחסנים,0,,110000,,
14.02.2023,דבורה הנביאה 13,6624-333-6,,5,שניה,116,4870000,,32.119104,34.827333
14.02.2023,קהילת פאדובה 30,6625-1336-83,מחסנים,0,,275000,,,32.1158706,34.8219873
14.02.2023,משגב עם 14,7065-196-17,דירה בבית קומות,3,חמישית,70,2700000,,32.041509,34.774508
14.02.2023,המכבי 1,7226-73-8,דירה בבית קומות,3,ה 2,42.32,3350000,,32.071829,34.771292
13.02.2023,קהילת פאדובה 30,6625-1336-85,חניה,0,,230000,,,32.1158706,34.8219873
13.02.2023,נתן 44,6135-69-131,דירה בבית קומות,3,שניה,82,709000,,32.05036,34.790382
13.02.2023,,6107-179-1,דירה בבית קומות,5,ראשונה,62.55,4550000,
12.02.2023,גלבוע אמיר 18,6884-31-77,דירה בבית קומות,5,שישית,112.70,6700000,,32.114669,34.789141
12.02.2023,עמק איילון 5,6133-482-21,דירה בבית קומות,4,רביעית,68,4290000,,32.060097,34.795723
12.02.2023,יקותיאל 44,6979-3-91,דירה בבית קומות,3,ראשונה,51,1800000,,32.050753,34.789065
12.02.2023,מעפילי אגוז 1,7241-28-95,דירה בבית קומות,4,שישית,77,2240000,,32.049621,34.811672
12.02.2023,יהודה המכבי 49,6212-138-19,דירה בבית קומות,4,ראשונה,104,6250000,,32.093942,34.789839
12.02.2023,לבונטין 15,7444-13-0,קרקע למגורים,0,,414,5103000,,32.0619889,34.7756028
11.02.2023,יהודה המכבי 49,6212-138-16,,4,ראשונה,103,6250000,,32.093942,34.789839
10.02.2023,טאגור רבינדרנארט 8,6649-229-40,דירה בבית קומות,3,חמישית,82,5164000,,,
09.02.2023,אלוף בצלות 11,8987-16-9,דירה בבית קומות,2,חמישית,56,4356000,,32.058623,34.771996
09.02.2023,,6970-63-10,דירה בבית קומות,3,ראשונה,82,3306000,
09.02.2023,בית השואבה 1,7460-24-7,חנות,0,ראשונה,43,1000000,,,
09.02.2023,בן יהודה 216,6960-75-4,דירה בבית קומות,2,שניה,55,4500000,,32.091253,34.774516
08.02.2023,שטרייכמן יחזקאל 15,6884-31-36,דירה בבית קומות,4,חמישית,91.50,4857000,,32.11484,34.78844
08.02.2023,אסירי ציון 3,6970-102-33,דירה בבית קומות,4,שמינית,99.20,3150000,,32.046934,34.776693
08.02.2023,משמר הירדן 41,6637-695-10,דירה בבית קומות,5,שלישית,112.28,5320000,,32.110539,34.831193
08.02.2023,שפרינצק 1,7099-114-25,דירה בבית קומות,2,שלישית,45,2960000,,32.070797,34.782654
08.02.2023,הנביאים 9,6951-34-2,דירה בבית קומות,3,קרקע,62.50,4450000,,32.07623655,34.778153599999996
08.02.2023,אפטר יעקב 3,7222-18-5,דירה בבית קומות,4,שניה,102.20,608000,,,
08.02.2023,ארלוזורוב 88,6215-263-8,דירה בבית קומות,3,ראשונה,59,1290000,,32.08547,34.780358
08.02.2023,עמק איילון 5,6133-482-39,דירה בבית קומות,4,שניה,103,4150000,,32.060097,34.795723
08.02.2023,,6625-1355-6,דירה בבית קומות,5,שישית,127,6164000,
08.02.2023,,6896-111-4,קרקע למגורים,0,,1170,25000000,
08.02.2023,סהרון 12,7075-61-33,דירה בבית קומות,3,חמישית,93,2650000,,32.034539,34.750491
08.02.2023,בגין 154,6110-418-110,משרד,0,רביעית,38,946000,,32.0796864,34.7955201
08.02.2023,בגין 154,6110-418-111,משרד,0,רביעית,42,1060000,,32.0796864,34.7955201
08.02.2023,מחרוזת 35,6997-159-1,דירה בבית קומות,3,ראשונה,61,2000000,,32.033575,34.756466
08.02.2023,עמינדב 24,7096-49-10,דירה בבית קומות,2,ראשונה,54,2900000,,32.064515,34.795731
08.02.2023,התנאים 12,7223-9-24,דירה בבית קומות,4,רביעית,84,3780000,,32.116453,34.79573
08.02.2023,תוצרת הארץ 9,7093-549-54,דירה בבית קומות,4,חמש עשרה,96,4200000,,32.07323855,34.79753109529176
08.02.2023,קרליבך 4,7104-289-634,דירה בבית קומות,4,שביעית,95,5680000,,32.067257,34.783675
07.02.2023,פאת השולחן 14,7105-82-15,דירה בבית קומות,3,ראשונה,59,3020000,,32.077856,34.800146
07.02.2023,אש שלום 15,6636-764-4,דירה בבית קומות,4,ראשונה,108.10,4350000,,,
07.02.2023,פיקוס 1,7075-61-25,,4,ראשונה,93,3150000,,32.034436,34.750964
07.02.2023,קרליבך 4,7104-289-619,דירה בבית קומות,5,שבע עשרה,141,8000000,,32.067257,34.783675
07.02.2023,יגור 16,6133-923-28,,4,,92,3250000,,32.058034,34.796748
07.02.2023,קרליבך 4,7104-289-635,דירה בבית קומות,5,אחת עשרה,141,6645000,,32.067257,34.783675
07.02.2023,,6970-63-11,דירה בבית קומות,2,רביעית,66,2504000,
07.02.2023,נוה שאנן 11,6943-72-5,,3,שניה,61,3070000,,,
07.02.2023,קרליבך 4,7104-289-620,,4,שביעית,95,5680000,,32.067257,34.783675
07.02.2023,התבור 4,7227-23-3,דירה בבית קומות,3,ראשונה,75,5312000,,32.066615,34.767017
06.02.2023,הופיין 1,6649-262-40,דירה בבית קומות,3,חמישיתשישית,61,3050000,,32.113742,34.799786
06.02.2023,זכרון יעקב 13,6108-226-3,דירה בבית קומות,2,קרקע,49.60,4300000,,32.0842289,34.7914244
06.02.2023,לבנון חיים 79,6629-124-84,דירה בבית קומות,4,שביעית,79,4375000,,32.118726,34.8016674
06.02.2023,איסרליש 20,7109-42-7,דירה בבית קומות,2,שניה,35.83,2650000,,32.0712141,34.7919349
06.02.2023,יהושע בן נון 30,6214-469-7,דירה בבית קומות,3,ראשונה,45.25,4250000,,32.088608,34.78061
06.02.2023,ברנשטין כהן 6,6911-69-3,דירה בבית קומות,2,ראשונה,58,3690000,,,
06.02.2023,השלושה 2,7108-51-981,מחסנים,0,,100000,,,32.0617382,34.7882304
06.02.2023,פראג 3,6901-95-8,דירה בבית קומות,3,רביעית,62,5181000,,32.088367,34.774019
06.02.2023,,6970-63-1,,2,רביעית,66,2929809,
06.02.2023,קרליבך 4,7104-289-618,,5,חמש עשרה,141,7775001,,32.067257,34.783675
06.02.2023,למרטין 17,7024-143-2,דירה בבית קומות,4,קרקע,103.60,848000,,32.047239,34.759097
06.02.2023,יהודה המכבי 49,6212-138-20,מחסנים,0,,6000000,,,32.093942,34.789839
05.02.2023,צלילי חנינא 9,6146-321-124,דירה בבית קומות,5,רביעית,70.40,2540000,,32.047487,34.811814
05.02.2023,,6901-191-15,חניה,0,,190000,,
05.02.2023,שלמה 87,7084-159-9,דירה בבית קומות,2,ראשונה,52,3800000,,32.054895,34.771179
05.02.2023,,6970-63-12,דירה בבית קומות,2,רביעית,66,2657000,
02.02.2023,דרזנר יחיאל 4,6628-641-43,דירה בבית קומות,4,שלישית,107.45,2408000,,32.127021,34.805575
02.02.2023,גוטליב 10,6215-247-8,דירה בבית קומות,2,שניה,47,3950000,,32.082272,34.775302
02.02.2023,טוכולסקי קורט 4,7000-185-11,קרקע למגורים,0,ראשונה,52,3050000,,32.031826,34.746227
02.02.2023,חולדה 7,6954-21-9,דירה בבית קומות,3,שלישית,73,4900000,,32.08613,34.775859
02.02.2023,,7077-71-11,מחסנים,0,,157000,,
02.02.2023,אלון יגאל 163,7105-165-1,ללא תיכנון,0,,80254000,,,32.078876,34.79817
02.02.2023,שמואל הנגיד 2,6953-55-11,דירה בבית קומות,2,ראשונה,46,2800000,,32.083448,34.779215
02.02.2023,לונץ 5,7440-19-3,דירה בבית קומות,2,שניה,42,3640000,,32.07005,34.779425
01.02.2023,,7077-71-9,מחסנים,0,,99000,,
01.02.2023,אלוף בצלות 11,8987-16-10,דירה בבית קומות,3,שלישית,67,4119000,,32.058623,34.771996
01.02.2023,רוטשילד 133,7085-148-14,דירה בבית קומות,3,רביעית,70.30,1891000,,32.071428,34.778761
01.02.2023,מזאה 41,7434-18-22,דירה בבית קומות,2,שניה,62,4300000,,,
01.02.2023,אחוזת בית 7,6920-38-66,חניה,0,,6000000,,,32.064054,34.770742
01.02.2023,עזרא הסופר 13,6916-87-2,דירה בבית קומות,1,ראשונה  ,950000,,,32.069977,34.765619
01.02.2023,חולדה 7,6954-21-4,,3,,73,4900000,,32.08613,34.775859
01.02.2023,שקד 39,6993-131-21,דירה בבית קומות,5,ה 2,116,3840000,,32.041331,34.762697
31.01.2023,בן יהודה 225,6962-55-3,דירה בבית קומות,1,קרקע,23,2000000,,32.095048,34.7753418
31.01.2023,התנאים 24,7223-10-9,דירה בבית קומות,3,ראשונה,66.50,4520000,,32.117301,34.795849
31.01.2023,,7002-37-58,,3,שביעית,101,14284800,
31.01.2023,,7077-71-8,מחסנים,0,,118000,,
31.01.2023,רבינוביץ שפר 13,6918-42-1,דירת גג,3,חמישית,97,5000000,,,
31.01.2023,גרץ 12,6902-161-8,דירה בבית קומות,3,ראשונה,78,4320000,,32.08558,34.773941
31.01.2023,בן אבי איתמר 6,6111-582-5,דירה בבית קומות,2,שניה,58,4252000,,,
31.01.2023,רציף הרברט סמואל 46,6914-115-31,דירה בבית קומות,5,תשיעית+עשירית,144,14000000,,,
30.01.2023,בן סרוק 20,6213-404-18,דירה בבית קומות,2,שלישית,35,10553000,,32.08715,34.783861
30.01.2023,דוד המלך 29,6111-363-8,דירה בבית קומות,4,שלישית,75.03,8100000,,32.080227,34.784481
30.01.2023,ארלוזורוב 50,6954-13-2,דירה בבית קומות,5,קרקע,62.20,3200000,,32.086446,34.776298
30.01.2023,בן סרוק 18,6213-405-9,דירה בבית קומות,1,ראשונה,130,5652000,,32.086996,34.783834
30.01.2023,בלוך דוד 20,6217-61-5,דירה בבית קומות,4,רביעית,107,6814000,,32.082142,34.783457
30.01.2023,בן אבי איתמר 6,6111-582-1,,2,שניה,58,4200000,,,
30.01.2023,ישעיהו ליבוביץ 2,6136-299-225,דירה בבית קומות,3,שש עשרה,80,3000000,,,
30.01.2023,מקוה ישראל 24,7445-5-12,דירה בבית קומות,3,ראשונה,61,4750000,,32.062664,34.776858
30.01.2023,בן סרוק 20,6213-404-19,דירה בבית קומות,1,ראשונה,93,5652000,,32.08715,34.783861
29.01.2023,רוטנשטרייך 26,7243-7-11,דירה בבית קומות,3,שניה,62.60,1950000,,32.046312,34.813125
29.01.2023,התנאים 20,7223-10-32,דירה בבית קומות,3,רביעית,66.50,7004000,,32.117051,34.795805
29.01.2023,בן סרוק 18,6213-405-8,,5,שישית,138,10553360,,32.086996,34.783834
29.01.2023,בית אורן 1,6133-381-3,דירה בבית קומות,3,שניה,68.54,2960000,,32.058467,34.794808
29.01.2023,יהודה המכבי 13,6212-519-1,דירה בבית קומות,2,קרקע,32,2700000,,32.093909,34.785558
29.01.2023,בן סרוק 18,6213-405-6,,3,חמישית,79,5652310,,32.086996,34.783834
29.01.2023,טשרניחובסקי 1,7226-93-17,חניה,0,,340000,,,32.070997,34.770193
29.01.2023,,6907-29-19,דירה בבית קומות,4,עשרים ושלוש,125,8730000,
29.01.2023,פרזון 19,6134-709-4,,1,,56,190717,,32.05589,34.79767
29.01.2023,בן סרוק 20,6213-404-9,,5,,138,10553360,,32.08715,34.783861
29.01.2023,בן סרוק 20,6213-404-8,,3,,79,5652310,,32.08715,34.783861
29.01.2023,בן סרוק 18,6213-405-7,,4,שישית,79,7374500,,32.086996,34.783834
28.01.2023,יוחנן הגדי 1,6212-519-6,,2,שניה,45,2700000,,32.094018,34.785587
28.01.2023,שלמה המלך 26,6903-127-7,מחסנים,0,ראשונה  ,65000,,,32.078592,34.776938
26.01.2023,סמולנסקין 3,7113-13-16,דירה בבית קומות,2,שניה,48.73,3200000,,32.081557,34.771387
26.01.2023,אברבנאל 35,7051-94-43,דירה בבית קומות,2,שישית,43.28,2525000,,32.056603,34.767252
26.01.2023,יהודה הלוי 95,7455-27-20,דירה בבית קומות,3,שלישית,65,4450000,,32.065454,34.778015
26.01.2023,נחמני 3,7451-24-7,דירת גג,3,שלישית,33.21,10400000,,32.0642757,34.7812018
26.01.2023,פיארברג 16,6936-36-8,דירה בבית קומות,2,רביעית,48,3750000,,32.0680349,34.776569895642126
26.01.2023,קרליבך 4,7104-289-637,דירה בבית קומות,5,שלושים ושתיים,142,8000000,,32.067257,34.783675
26.01.2023,,6970-63-13,דירה בבית קומות,2,חמישית,66,2678000,
26.01.2023,דיזנגוף 78,7092-101-9,דירה בבית קומות,5,שלישית,113,6350000,,32.076626,34.774777
26.01.2023,שיבת ציון 5,6948-82-31,דירה בבית קומות,4,שישית,72,4630000,,32.055905,34.775011
26.01.2023,רציף הרברט סמואל 88,6907-2-16,דירה בבית קומות,5,שמינית,136,4154000,,,
26.01.2023,מטמון כהן 4,6213-750-33,מחסנים,0,שישית,80,161000,,32.086479,34.786427
25.01.2023,אש שלום 21,6636-759-53,דירה בבית קומות,5,ראשונה,102,3890000,,,
25.01.2023,ברנר 12,6933-91-9,דירה בבית קומות,1,ראשונה,24,1350000,,32.068807,34.772015
25.01.2023,דיזנגוף 78,7092-101-2,,5,,113,6350000,,32.076626,34.774777
25.01.2023,החרוב 20,9015-5-1,דירה בבית קומות,2,ראשונה,50,1447000,,32.045602,34.751557
25.01.2023,,7077-71-7,מחסנים,0,,189000,,
25.01.2023,מזאה 47,7434-22-2,דירה בבית קומות,2,-,57,3477000,,,
24.01.2023,ליפסקי לואי 5,6213-849-3,דירה בבית קומות,3,ראשונה,50,4725000,,,
24.01.2023,רנק 5,6902-224-11,דירה בבית קומות,3,חמישית,75.93,5765000,,,
24.01.2023,רובינשטיין יצחק 41,7048-16-109,דירה בבית קומות,3,ראשונה,58.80,2130000,,,
24.01.2023,עירית 7,7075-59-8,דירה בבית קומות,4,שלישית,70,2120000,,32.035225,34.749628
24.01.2023,אחד העם 47,7453-25-8,דירה בבית קומות,4,ה 4,120.10,8000000,,32.065988,34.776081
24.01.2023,אש שלום 21,6636-759-50,,4,תשיעית,103,3890000,,,
24.01.2023,פינלס 10,6212-137-5,דירה בבית קומות,3,ראשונה,76.30,4030000,,32.094331,34.789774
24.01.2023,מרידור יעקב 11,7193-18-23,דירה בבית קומות,3,קרקע,74.78,4480000,,32.123396,34.819901
24.01.2023,השלושה 2,7108-51-993,דירה בבית קומות,2,עשרים וחמש,54,2623000,,32.0617382,34.7882304
24.01.2023,מרידור יעקב 15,7193-16-1,דירה בבית קומות,5,קרקע,88,5962000,,32.123348,34.820572
24.01.2023,בן יהודה 216,6960-75-5,דירה בבית קומות,2,ראשונה,55,3400000,,32.091253,34.774516
24.01.2023,,6933-59-7,דירה בבית קומות,1,שניה,39.33,2700000,
24.01.2023,מניה וישראל 13,6628-545-22,דירה בבית קומות,5,ראשונה,84.84,9400000,,32.119982,34.802646
23.01.2023,קהילת סאלוניקי 14,6625-1213-72,דירה בבית קומות,4,שביעית,107.20,4800000,,32.112773,34.824109
23.01.2023,קהילת עדן 1,7499-134-2,דירת גן,3,קרקע,53.50,4050000,,32.068856,34.766418
23.01.2023,מחנה יוסף 5,6926-74-5,דירה בבית קומות,5,שניה + גג,199.75,8200000,,32.063505,34.765363
23.01.2023,השלושה 2,7108-51-980,,2,עשרים וחמש,54,2623500,,32.0617382,34.7882304
23.01.2023,פינלס 10,6212-137-21,,3,,59,4030000,,32.094331,34.789774
23.01.2023,בן סרוק 18,6213-405-12,דירה בבית קומות,4,שביעית,114,5530000,,32.086996,34.783834
23.01.2023,ליפסקי לואי 5,6213-849-7,,3,,74,4725000,,,
23.01.2023,שרת משה 40,6213-954-14,דירה בבית קומות,4,שישית,111,7120000,,,
23.01.2023,סוטין 15,6217-175-15,דירה בבית קומות,5,שישית,147,11879000,,32.082286,34.785182
23.01.2023,פיכמן 2,6768-8-11,דירה בבית קומות,3,רביעית,68.70,4050000,,32.109333,34.794207
23.01.2023,,6970-63-15,דירה בבית קומות,5,שניה,120,4084000,
23.01.2023,בית אל 7,7321-108-16,דירה בבית קומות,2,רביעית,50.40,2500000,,32.118659,34.838761
23.01.2023,פייר מנדס פרנס 28,8997-30-9,דירה בבית קומות,2,ראשונה,47.70,382000,,,
22.01.2023,לסל 16,6902-211-6,דירה בבית קומות,3,שניה,63.50,1500000,,32.0857374,34.7717155
22.01.2023,חכים אליהו 10,6631-218-47,דירה בבית קומות,4,חמישית,85.60,5400000,,32.12654,34.80156
22.01.2023,מרמורק 28,7085-191-7,דירה בבית קומות,3,ראשונה,62,2300000,,32.071078,34.781481
22.01.2023,פיליכובסקי 11,6629-120-71,דירה בבית קומות,3,רביעית,65.50,4050000,,32.117355,34.800815
22.01.2023,בגין 144,6110-421-213,דירה בבית קומות,3,עשרים ותשע,65,3800000,,32.07734524999999,34.79332549438699
22.01.2023,בן סרוק 18,6213-405-5,,4,שלישית,95,5530000,,32.086996,34.783834
22.01.2023,אלתרמן נתן 6,6625-922-23,דירה בבית קומות,3,שלישית,52,4134000,,,
22.01.2023,אבולעפיה 17,7082-106-30,,1,,51,253562,,32.052621,34.769453
22.01.2023,,6110-361-56,משרד,0,שניה,59,2300000,
21.01.2023,אלתרמן נתן 6,6625-922-42,,3,,104,4134000,,,
21.01.2023,פרישמן 17,6906-21-16,דירה בבית קומות,3,גג,30,3750000,,32.079951,34.770134
21.01.2023,אלתרמן נתן 6,6625-922-41,,4,,106,300000,,,
20.01.2023,בן ציון 19,6904-57-8,דירה בבית קומות,2,שלישית,55.85,4250000,,32.0732535,34.777422966492146
20.01.2023,פרישמן 17,6906-21-2,,3,,76,3750000,,32.079951,34.770134
19.01.2023,פינלס 10,6212-137-6,דירה בבית קומות,3,שניה,80.90,3950000,,32.094331,34.789774
19.01.2023,מעפילי אגוז 9,7241-28-11,דירה בבית קומות,2,שלישית,51.70,2044000,,32.050045,34.811594
19.01.2023,שלומציון המלכה 44,6212-160-2,משרד,0,קרקע,31,2015000,,32.095142,34.789659
19.01.2023,ההגנה 136,6130-288-69,דירה בבית קומות,3,שניה,54.80,2500000,,32.053031,34.802361
19.01.2023,סהרון 12,7075-61-35,דירה בבית קומות,3,חמישית,84,2753000,,32.034539,34.750491
19.01.2023,פינלס 10,6212-137-25,דירה בבית קומות,3,שלישית,58,4180000,,32.094331,34.789774
19.01.2023,תוצרת הארץ 5,7094-105-143,דירה בבית קומות,3,עשרים ותשע,76,4564000,,32.0735016,34.7967239
19.01.2023,בריג אמיל 8,6636-354-30,דירה בבית קומות,4,שישית,97,4350000,,,
19.01.2023,העליה 62,7084-289-144,דירה בבית קומות,1,שישית,27.36,1925000,,,
19.01.2023,הקונגרס 13,9021-17-6,דירה בבית קומות,2,שניה,52,3183000,,32.057098,34.774108
18.01.2023,הושע 16,6962-86-14,דירה בבית קומות,2,שלישית,42,3050000,,32.0950814,34.7736775
18.01.2023,אפלטון 20,7000-215-41,דירה בבית קומות,2,ראשונה,50.10,1905000,,32.033473,34.747703
18.01.2023,הסבוראים 5,7223-62-47,דירה בבית קומות,5,שמינית,114,3167499,,32.1158815,34.7938981
18.01.2023,רמה 11,7321-129-10,דירה בבית קומות,2,ראשונה,28.60,1520000,,32.120444,34.841644
18.01.2023,עמישב 2,6164-25-18,דירה בבית קומות,3,שלישית,61.30,2343000,,32.065901,34.803599
18.01.2023,תוצרת הארץ 5,7094-105-136,,3,עשירית,90,4564000,,32.0735016,34.7967239
18.01.2023,שלומציון המלכה 44,6212-160-22,,4,,103,2015000,,32.095142,34.789659
18.01.2023,פיקוס 1,7075-61-24,,3,,84,2753000,,32.034436,34.750964
18.01.2023,פינלס 10,6212-137-18,,3,,58,3950000,,32.094331,34.789774
18.01.2023,פינלס 10,6212-137-19,,3,,58,4180000,,32.094331,34.789774
18.01.2023,ינון 17,6150-752-2,,3,ראשונה,52,3700000,,,
18.01.2023,,6970-63-16,דירה בבית קומות,2,שלישית,66,2993000,
18.01.2023,בושם 28,7242-67-20,משרד,2,שניה,45.40,1540000,,32.044756,34.806024
17.01.2023,בצרון 22,6150-398-12,דירה בבית קומות,2,שניה,28.70,3350000,,,
17.01.2023,רשי 1,7226-50-7,דירה בבית קומות,5,קרקע,27.85,2300000,,,
17.01.2023,יפתח 14,6133-921-12,דירה בבית קומות,3,שניה,62,3230000,,32.058292,34.797655
17.01.2023,הזוהר 45,6106-571-15,דירה בבית קומות,5,רביעית,74,4650000,,32.096689,34.794722
17.01.2023,הלסינקי 15,6108-231-14,דירה בבית קומות,5,רביעית,129,8275000,,32.084895,34.792035
17.01.2023,הירקון 52,6909-21-9,דירה בבית קומות,3,ראשונה,98.37,8000000,,32.0735373,34.7662917
17.01.2023,שלונסקי 7,6625-973-13,דירה בבית קומות,5,חמישית,130,5650000,,32.117942,34.819859
17.01.2023,אלתרמן נתן 6,6625-922-40,,4,,106,200000,,,
17.01.2023,קרליבך 4,7104-289-639,דירה בבית קומות,5,תשע עשרה,141,7902000,,32.067257,34.783675
17.01.2023,,6627-781-2,קרקע למגורים,0,,21600000,,
17.01.2023,ארלוזורוב 166,6111-417-5,דירה בבית קומות,4,שלישית,85.60,4950000,,32.083568,34.788625
17.01.2023,,6970-63-17,דירה בבית קומות,5,שביעית,113,4383000,
17.01.2023,קרוא ברוך 11,6999-153-29,דירה בבית קומות,3,שמינית,63.72,1100000,,32.03135,34.749267
17.01.2023,הוז דב 17,7113-33-6,דירה בבית קומות,2,שניה,57,3750000,,32.080803,34.772203
17.01.2023,לפין 20,7227-110-6,דירה בבית קומות,4,שלישית,115,6293000,,32.065524,34.766619
17.01.2023,התקומה 22,7088-85-213,דירה בבית קומות,2,שלישית,50,2480000,,32.0527623,34.7601553
17.01.2023,,7103-152-12,דירה בבית קומות,3,ה 3,69.60,3990000,
17.01.2023,שלונסקי 7,6625-973-4,דירה בבית קומות,4,שניה,92,4500000,,32.117942,34.819859
16.01.2023,קיסרי אורי 1,6624-847-2,קוטג' דו משפחתי,6,מרתףקרקעראשנהשניה,199.20,7200000,,32.122424,34.826435
16.01.2023,שלונסקי 7,6625-973-8,,4,שלישית,113,4500000,,32.117942,34.819859
16.01.2023,ישראל מסלנט 18,6981-210-14,דירה בבית קומות,3,חמישית,53,2425000,,32.049252,34.781392
16.01.2023,זריצקי יוסף 3,6886-16-4,דירה בבית קומות,4,שניה,111.10,4800000,,,
16.01.2023,מייזל זלמן 12,6999-158-11,דירה בבית קומות,3,שלישית,74.85,1020000,,32.030743,34.748379
16.01.2023,קרליבך 4,7104-289-640,דירה בבית קומות,5,שבע עשרה,142,7700000,,32.067257,34.783675
16.01.2023,אלתרמן נתן 6,6625-922-39,,4,,104,200000,,,
16.01.2023,,6914-26-5,דירה בבית קומות,3,שניה  ,2011000,,
16.01.2023,הרב קוק 24,6916-14-2,קרקע למגורים,0,,16000000,,,32.071151,34.766413
16.01.2023,המגיד 7,6936-80-6,דירה בבית קומות,5,שניה,101.40,7050000,,32.066967,34.778969
16.01.2023,פלורנטין 2,7051-103-64,דירה בבית קומות,2,שניה,39,2525000,,32.056213,34.7672239
16.01.2023,הירקון 242,6960-12-11,דירה בבית קומות,4,חמישית,101,6750000,,32.091227,34.773
16.01.2023,לבני איתן 63,6137-112-106,דירה בבית קומות,4,שתים עשרה,93.37,2800000,,32.0438306,34.8022087
16.01.2023,אחימאיר אבא 1,6631-129-91,חניה,0,,380000,,,32.125234,34.79844
16.01.2023,פרץ י ל 14,6945-46-11,דירה בבית קומות,3,ה 4,60,3130000,,32.0598577,34.7744024
16.01.2023,יעבץ 5,7227-40-1,דירה בבית קומות,2,ראשונה  ,860000,,,32.066443,34.766839
16.01.2023,שלונסקי 7,6625-973-9,,5,,130,5650000,,32.117942,34.819859
16.01.2023,,6970-63-19,דירה בבית קומות,3,שניה,76,3125000,
16.01.2023,בגין 154,6110-418-109,משרד,0,שלוש עשרה  ,482000,,,32.0796864,34.7955201
16.01.2023,שקד 39,6993-131-26,דירה בבית קומות,5,ה 3,152,4949000,,32.041331,34.762697
